,0
0,5.858601167245355e-05
1,5.859087097048175e-05
2,5.860544676084264e-05
3,5.8629732737644286e-05
4,5.866371840871582e-05
5,5.870738912150221e-05
6,5.8760726099864174e-05
7,5.882370649035387e-05
8,5.889630341858187e-05
9,5.8978486055088895e-05
10,5.90702196902575e-05
11,5.917146581791827e-05
12,5.928218222744547e-05
13,5.940232310347791e-05
14,5.95318391328972e-05
15,5.967067761860989e-05
16,5.981878259968181e-05
17,5.997609497655365e-05
18,6.0142552641877106e-05
19,6.031809061502703e-05
20,6.050264118127264e-05
21,6.0696134032848266e-05
22,6.089849641393183e-05
23,6.110965326637867e-05
24,6.132952737756666e-05
25,6.155803952870995e-05
26,6.17951086434059e-05
27,6.20406519359104e-05
28,6.229458505867773e-05
29,6.255682224836721e-05
30,6.282727647060337e-05
31,6.31058595620249e-05
32,6.339248237021783e-05
33,6.368705489055695e-05
34,6.398948639990474e-05
35,6.429968558701263e-05
36,6.461756067865439e-05
37,6.4943019562544e-05
38,6.527596990526133e-05
39,6.561631926669571e-05
40,6.596397520931172e-05
41,6.631884540330984e-05
42,6.668083772704583e-05
43,6.704986036266832e-05
44,6.742582188719902e-05
45,6.780863135872127e-05
46,6.819819839797531e-05
47,6.85944332652413e-05
48,6.899724693279853e-05
49,6.940655115225452e-05
50,6.982225851826349e-05
51,7.024428252698126e-05
52,7.06725376309005e-05
53,7.110693928912903e-05
54,7.154740401391804e-05
55,7.199384941286162e-05
56,7.244619422776637e-05
57,7.290435836956213e-05
58,7.336826294986152e-05
59,7.383783030905207e-05
60,7.431298404130516e-05
61,7.479364901634096e-05
62,7.527975139829245e-05
63,7.577121866209112e-05
64,7.626797960674183e-05
65,7.676996436632963e-05
66,7.727710441889273e-05
67,7.778933259259098e-05
68,7.830658307015414e-05
69,7.882879139127353e-05
70,7.935589445302085e-05
71,7.988783050883182e-05
72,8.042453916565212e-05
73,8.096596137971743e-05
74,8.151203945086026e-05
75,8.206271701560824e-05
76,8.261793903931099e-05
77,8.317765180667845e-05
78,8.37418029119575e-05
79,8.431034124786589e-05
80,8.488321699343325e-05
81,8.546038160197493e-05
82,8.604178778750146e-05
83,8.662738951093888e-05
84,8.721714196595616e-05
85,8.781100156403155e-05
86,8.840892591930398e-05
87,8.901087383303857e-05
88,8.961680527784039e-05
89,9.022668138146533e-05
90,9.084046441054618e-05
91,9.145811775426733e-05
92,9.207960590767628e-05
93,9.270489445524621e-05
94,9.33339500537808e-05
95,9.396674041621711e-05
96,9.460323429460938e-05
97,9.524340146342115e-05
98,9.588721270325896e-05
99,9.65346397841445e-05
100,9.71856554490342e-05
101,9.784023339781405e-05
102,9.849834827104578e-05
103,9.915997563388831e-05
104,9.982509196051596e-05
105,0.00010049367461836901
106,0.00010116570185294056
107,0.00010184115277231437
108,0.00010252000733245386
109,0.00010320224632226718
110,0.00010388785134917946
111,0.00010457680482486495
112,0.00010526908995124266
113,0.00010596469070656438
114,0.00010666359183209506
115,0.00010736577881861058
116,0.00010807123789361009
117,0.00010877995600842704
118,0.00010949192082574625
119,0.00011020712070746401
120,0.00011092554470252057
121,0.00011164718253554648
122,0.00011237202459509815
123,0.00011310006192260934
124,0.00011383128620141209
125,0.00011456568974620351
126,0.00011530326549253516
127,0.00011604400698665312
128,0.0001167879083755707
129,0.0001175349643976878
130,0.00011828517037293154
131,0.00011903852219403189
132,0.0001197950163173593
133,0.00012055464975429373
134,0.00012131742006281463
135,0.00012208332533942767
136,0.00012285236421087317
137,0.00012362453582665507
138,0.00012439983985139578
139,0.00012517827645757996
140,0.00012595984631840458
141,0.0001267445506010824
142,0.00012753239095983314
143,0.000128323369529842
144,0.0001291174889206743
145,0.0001299147522104314
146,0.000130715162939765
147,0.00013151872510638196
148,0.00013232544315941311
149,0.0001331353219940904
150,0.00013394836694696869
151,0.00013476458379061597
152,0.00013558397872912188
153,0.00013640655839353814
154,0.00013723232983735726
155,0.0001380613005324047
156,0.00013889347836475865
157,0.00013972887163085865
158,0.0001405674890337584
159,0.00014140933967964119
160,0.0001422544330744577
161,0.00014310277912028252
162,0.00014395438811285943
163,0.00014480927073813618
164,0.00014566743806960163
165,0.0001465289015656763
166,0.00014739367306728244
167,0.00014826176479522274
168,0.00014913318934817434
169,0.00015000795970045657
170,0.00015088608919997158
171,0.00015176759156682523
172,0.00015265248089101513
173,0.0001535407716312981
174,0.00015443247861359098
175,0.0001553276170295628
176,0.0001562262024356358
177,0.00015712825075186603
178,0.0001580337782608334
179,0.00015894280160707499
180,0.00015985533779611503
181,0.000160771404194179
182,0.00016169101852742205
183,0.00016261419888177005
184,0.0001635409637027217
185,0.0001644713317949558
186,0.0001654053223226788
187,0.00016634295480944596
188,0.000167284249138687
189,0.00016822922555358454
190,0.00016917790465808673
191,0.00017013030741687367
192,0.0001710864551565501
193,0.00017204636956609287
194,0.00017301007269787582
195,0.00017397758696853082
196,0.0001749489351603084
197,0.00017592414042208186
198,0.00017690322627067186
199,0.00017788621659240147
200,0.00017887313564466533
201,0.0001798640080574701
202,0.00018085885883517856
203,0.00018185771335849947
204,0.00018286059738653048
205,0.00018386753705876513
206,0.00018487855889714834
207,0.00018589368980879596
208,0.00018691295708805802
209,0.0001879363884193991
210,0.00018896401187986972
211,0.00018999585594183497
212,0.00019103194947611251
213,0.00019207232175479864
214,0.00019311700245456937
215,0.00019416602165977568
216,0.00019521940986609883
217,0.00019627719798365534
218,0.00019733941734111882
219,0.00019840609968901197
220,0.0001994772772040547
221,0.00020055298249273292
222,0.00020163324859600823
223,0.0002027181089928189
224,0.0002038075976054513
225,0.00020490174880328067
226,0.0002060005974079301
227,0.00020710417869815927
228,0.00020821252841438356
229,0.00020932568276446872
230,0.00021044367842860444
231,0.00021156655256436688
232,0.00021269434281363442
233,0.00021382708730674146
234,0.0002149648246695539
235,0.00021610759402893774
236,0.00021725543501942689
237,0.00021840838778938823
238,0.0002195664930075432
239,0.000220729791869991
240,0.00022189832610731067
241,0.00022307213799102648
242,0.0002242512703416518
243,0.0002254357665362868
244,0.0002266256705154204
245,0.0002278210267920701
246,0.0002290218804591144
247,0.00023022827719825384
248,0.0002314402632878386
249,0.00023265788561262722
250,0.0002338811916721309
251,0.00023511022959010047
252,0.00023634504812427513
253,0.00023758569667611722
254,0.00023883222530043761
255,0.00024008468471613923
256,0.00024134312631665037
257,0.0002426076021811951
258,0.00024387816508477647
259,0.0002451548685110895
260,0.00024643776666330376
261,0.00024772691447634863
262,0.00024902236762914306
263,0.0002503241825576678
264,0.0002516324164676154
265,0.0002529471273479423
266,0.000254268373984871
267,0.00025559621597479244
268,0.0002569307137406489
269,0.00025827192854528083
270,0.0002596199225068945
271,0.00026097475861571866
272,0.00026233650074873344
273,0.00026370521368716967
274,0.00026508096313311797
275,0.00026646381572702774
276,0.0002678538390654428
277,0.00026925110171969357
278,0.00027065567325485466
279,0.0002720676242485553
280,0.00027348702631164816
281,0.0002749139521087211
282,0.00027634847537852137
283,0.0002777906709561842
284,0.00027924061479551776
285,0.00028069838399155564
286,0.0002821640568043887
287,0.00028363771268392657
288,0.00028511943229331005
289,0.00028660929753596647
290,0.0002881073915814764
291,0.0002896137988923418
292,0.00029112860525257346
293,0.0002926518977959157
294,0.00029418376503524273
295,0.00029572429689338567
296,0.0002972735847337782
297,0.00029883172139377284
298,0.000300398801216508
299,0.0003019749200854443
300,0.0003035601754600096
301,0.00030515466641091763
302,0.00030675849365822185
303,0.0003083717596088075
304,0.00030999456839609377
305,0.000311627025922038
306,0.00031326923989706784
307,0.0003149213198838135
308,0.00031658337734239106
309,0.00031825552567603843
310,0.0003199378802772742
311,0.00032163055857750683
312,0.0003233336800971487
313,0.0003250473664971286
314,0.0003267717416321077
315,0.00032850693160539786
316,0.00033025306482629355
317,0.00033201027206703425
318,0.0003337786865248647
319,0.0003355584438821797
320,0.0003373496823723208
321,0.00033915254284493074
322,0.0003409671688329534
323,0.0003427937066252712
324,0.0003446323053370053
325,0.00034648311698545016
326,0.00034834629656709714
327,0.00035022200213644263
328,0.00035211039488991497
329,0.00035401163924756357
330,0.0003559259029436876
331,0.0003578533571153409
332,0.0003597941763949869
333,0.00036174853900845517
334,0.00036371662687160973
335,0.00036569862569461317
336,0.0003676947250862536
337,0.00036970511866394717
338,0.0003717300041646567
339,0.00037376958356228766
340,0.0003758240631867552
341,0.0003778936538470465
342,0.00037997857096007935
343,0.00038207903468139926
344,0.0003841952700394565
345,0.00038632750707897495
346,0.00038847598100218514
347,0.00039064093232034336
348,0.000392822607005551
349,0.0003950212566509361
350,0.0003972371386328182
351,0.00039947051628182233
352,0.00040172165905423226
353,0.0004039908427132084
354,0.00040627834951414445
355,0.00040858446839263254
356,0.00041090949516579145
357,0.00041325373273115216
358,0.00041561749127657353
359,0.0004180010884956611
360,0.00042040484980994207
361,0.0004228291085958506
362,0.0004252742064208956
363,0.0004277404932843808
364,0.00043022832786770895
365,0.000432738077788468
366,0.0004352701198660023
367,0.0004378248403903351
368,0.0004404026354004721
369,0.0004430039109719978
370,0.00044562908350750843
371,0.0004482785800400926
372,0.00045095283854170066
373,0.0004536523082386426
374,0.0004563774499372342
375,0.00045912873635703226
376,0.00046190665246870086
377,0.00046471169584264384
378,0.00046754437700677716
379,0.00047040521980374613
380,0.0004732947617687914
381,0.00047621355449966647
382,0.00047916216404532733
383,0.00048214117129439415
384,0.00048515117237211134
385,0.0004881927790423375
386,0.0004912666191147243
387,0.0004943733368561807
388,0.0004975135934057467
389,0.000500688067192379
390,0.0005038974543569468
391,0.0005071424691694891
392,0.0005104238444528894
393,0.0005137423319989708
394,0.0005170987029870126
395,0.0005204937483916164
396,0.0005239282793857737
